,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_CABG,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,Hospital Name,State,Region,Location,Latitude,Longitude,Predicted State,Predicted Region
2010,19.6,16.2,19.6,19.6,16.2,4.4,21.8,15.4,16.8,8.0,4.4,14.7,14.9,20.9,FRANCISCAN ST FRANCIS HEALTH - CARMEL,IN,Midwest,"12188 B NORTH MERIDIAN STREET
CARMEL, IN 46032
(39.966598, -86.158387)",39.966598,-86.158387,UT,West
155,16.6,15.9,7.9,12.2,17.6,16.6,12.6,16.6,21.9,24.2,18.9,17.5,20.8,18.2,RIVERLAND MEDICAL CENTER,LA,South,"1700 WALLACE BLVD
FERRIDAY, LA 71334
(31.645787, -91.554221)",31.645787,-91.554221,NY,South
1944,14.6,4.4,7.3,11.2,16.3,13.7,17.2,15.7,20.5,24.0,4.5,15.5,16.7,14.5,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,OH,Midwest,"380 SUMMIT AVENUE
STEUBENVILLE, OH 43952
(40.356224, -80.625103)",40.356224,-80.625103,TX,South
391,14.1,8.8,7.5,11.5,16.5,14.3,16.4,15.1,19.3,20.0,4.2,14.7,17.3,12.1,NEW ULM MEDICAL CENTER,MN,Midwest,"1324 FIFTH NORTH STREET
NEW ULM, MN 56073
(44.312552, -94.47507)",44.312552,-94.47507,TX,Midwest
2893,10.8,10.8,10.8,10.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.0,16.7,16.7,CHEROKEE INDIAN HOSPITAL AUTHORITY,NC,South,"CALLER BOX C268
CHEROKEE, NC 28719
",,,TX,Midwest
545,11.9333333333,15.2666666667,8.9,12.0333333333,16.6,16.9666666667,16.3666666667,12.2,19.8,21.0666666667,8.16666666667,15.0666666667,17.8666666667,17.5,COLUMBUS COMMUNITY HOSPITAL,WI,Midwest,"4600 38TH ST
COLUMBUS, NE 68601
(41.45327, -97.382618)",41.45327,-97.382618,NE,Midwest
3742,13.3,21.5,8.9,12.0,15.5,9.1,16.0,15.2,20.3,20.2,13.6,15.2,15.6,13.7,TOMAH MEMORIAL HOSPITAL,WI,Midwest,"321 BUTTS AVE
TOMAH, WI 54660
(43.983988, -90.514675)",43.983988,-90.514675,TX,Midwest
4341,16.5,22.8,9.0,11.9,18.1,21.9,22.4,11.9,19.2,20.7,11.3,15.2,15.6,21.8,HOWARD MEMORIAL HOSPITAL,AR,South,"130 MEDICAL CIRCLE
NASHVILLE, AR 71852
(33.949104, -93.879941)",33.949104,-93.879941,TX,South
3203,14.95,15.25,8.8,14.35,16.85,11.45,16.25,19.5,21.4,23.85,8.2,16.0,17.0,14.35,LAWRENCE MEMORIAL HOSPITAL,KS,Midwest,"1309 WEST MAIN
WALNUT RIDGE, AR 72476
(36.074766, -90.968734)",36.074766,-90.968734,AR,South
678,12.0,15.2,8.5,10.4,17.0,21.7,14.5,16.4,19.1,13.2,16.4,15.3,16.9,15.3,MADISON ST JOSEPH HEALTH CENTER,TX,South,"100 WEST CROSS STREET
MADISONVILLE, TX 77864
(30.941438, -95.9114)",30.941438,-95.9114,TX,South
2028,16.8,20.9,8.0,8.0,16.8,14.1,11.9,15.3,19.4,12.1,22.2,15.4,17.1,19.0,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,IN,Midwest,"642 W HOSPITAL RD
PAOLI, IN 47454
(38.567705, -86.474924)",38.567705,-86.474924,TX,South
2718,14.0,15.3,7.6,9.3,18.0,16.6,17.3,14.9,20.7,22.2,3.2,15.8,17.9,12.4,SANTA CLARA VALLEY MEDICAL CENTER,CA,West,"751 SOUTH BASCOM AVENUE
SAN JOSE, CA 95128
(37.313774, -121.931899)",37.313774,-121.931899,OH,South
2854,15.0666666667,12.3666666667,8.76666666667,12.3,16.3666666667,14.0333333333,16.3666666667,10.8333333333,20.5333333333,22.0666666667,4.33333333333,15.2,16.6333333333,12.0333333333,ST ANTHONY HOSPITAL,WA,West,"2801 ST ANTHONY WAY
PENDLETON, OR 97801
",,,FL,Midwest
768,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,IN,Midwest,"1204 MOUND ST
NACOGDOCHES, TX 75961
(31.612411, -94.649469)",31.612411,-94.649469,PA,Midwest
3461,8.2,14.9,16.4,22.2,17.4,15.5,16.5,14.6,18.4,18.8,14.9,15.7,18.3,22.2,"MERCY HOSPITAL WATONGA, INC",OK,Midwest,"500 NORTH CLARENCE NASH BOULEVARD
WATONGA, OK 73772
(35.849455, -98.419248)",35.849455,-98.419248,KS,Midwest
528,21.9,14.3,3.2,16.0,13.3,13.2,15.2,15.0,11.5,14.4,16.1,14.8,2.9,16.9,CHILLICOTHE HOSPITAL DISTRICT,TX,South,"303 AVENUE I
CHILLICOTHE, TX 79225
(34.255078, -99.516032)",34.255078,-99.516032,TX,West
3570,17.1,16.5,9.9,10.9,16.8,14.3,9.8,15.4,18.4,20.0,3.9,15.0,17.1,12.3,GILA REGIONAL MEDICAL CENTER,NM,West,"1313 E 32ND ST
SILVER CITY, NM 88061
(32.795422, -108.260407)",32.795422,-108.260407,TX,Midwest
3242,14.55,9.05,11.1,11.6,16.2,14.45,17.5,16.45,20.85,22.25,5.0,15.6,18.15,16.15,PROVIDENCE MEDICAL CENTER,NE,Midwest,"1200 PROVIDENCE RD
WAYNE, NE 68787
(42.241176, -97.008065)",42.241176,-97.008065,KS,Midwest
3967,13.0,18.1,7.0,11.1,16.7,13.4,16.8,4.4,21.0,21.7,4.4,15.3,19.2,13.7,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,FL,South,"4200 SUN N LAKE BLVD
SEBRING, FL 33871
(27.538492, -81.506816)",27.538492,-81.506816,CA,South
173,13.925,8.6,8.225,13.0,17.475,17.575,15.175,16.4,21.1,21.525,4.775,15.45,17.25,13.45,ST ELIZABETH HOSPITAL,IL,Midwest,"211 S THIRD ST
BELLEVILLE, IL 62220
(38.510748, -89.988247)",38.510748,-89.988247,WI,Midwest
159,16.3,11.45,7.3,11.45,14.3,15.35,19.5,19.35,18.15,22.1,6.3,14.95,15.7,16.55,RIVERSIDE MEDICAL CENTER,IL,Midwest,"1900 SOUTH MAIN ST
FRANKLINTON, LA 70438
(30.835131, -90.151979)",30.835131,-90.151979,TX,Midwest
182,13.925,8.6,8.225,13.0,17.475,17.575,15.175,16.4,21.1,21.525,4.775,15.45,17.25,13.45,ST ELIZABETH HOSPITAL,WA,West,"1125 WEST HIGHWAY 30
GONZALES, LA 70737
(30.210811, -90.932171)",30.210811,-90.932171,WI,Midwest
4446,15.3,9.3,8.4,11.2,16.6,13.9,17.6,7.7,20.7,24.9,5.0,16.1,18.0,13.6,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,NJ,Mid-Atlantic,"218A SUNSET ROAD
WILLINGBORO, NJ 08046
(40.048632, -74.881982)",40.048632,-74.881982,FL,South
4333,16.9,16.9,7.8,11.3,16.2,13.6,17.8,17.8,19.8,22.0,11.8,14.9,16.9,12.7,DELTA MEMORIAL HOSPITAL,AR,South,"811 HIGHWAY 65 SOUTH
DUMAS, AR 71639
(33.873284, -91.481497)",33.873284,-91.481497,LA,South
4796,14.6,11.5,6.3,11.3,15.0,16.5,16.3,11.1,20.6,20.3,5.0,15.5,15.7,12.5,SYCAMORE SHOALS HOSPITAL,TN,South,"1501 WEST ELK AVENUE
ELIZABETHTON, TN 37643
(36.345064, -82.247664)",36.345064,-82.247664,TX,Midwest
4409,15.8,4.4,8.7,14.1,17.8,12.3,11.8,12.7,20.4,22.1,15.0,16.1,16.8,17.8,SEBASTICOOK VALLEY HEALTH,ME,New England,"447 NORTH MAIN STREET
PITTSFIELD, ME 04967
(44.790826, -69.371269)",44.790826,-69.371269,IL,South
2540,13.9,3.6,8.9,13.7,16.5,14.1,13.7,14.5,18.3,19.9,4.1,14.8,14.8,11.6,FRENCH HOSPITAL MEDICAL CENTER,CA,West,"1911 JOHNSON AVE
SAN LUIS OBISPO, CA 93401
(35.278437, -120.650015)",35.278437,-120.650015,TX,West
3127,7.8,15.0,9.0,12.5,16.0,16.0,22.5,15.9,20.2,20.0,21.1,15.2,17.7,4.3,SPECTRUM HEALTH KELSEY HOSPITAL,MI,Midwest,"418 WASHINGTON
LAKEVIEW, MI 48850
(43.4411, -85.278516)",43.4411,-85.278516,WI,South
3487,12.0,4.5,15.6,12.7,14.7,15.8,17.1,13.7,19.9,22.5,13.9,15.7,16.4,22.3,"SAYRE MEMORIAL HOSPITAL, INC",OK,Midwest,"911 HOSPITAL DRIVE
SAYRE, OK 73662
(35.313081, -99.624734)",35.313081,-99.624734,TX,Midwest
154,16.0,18.9,7.1,10.4,15.4,15.4,18.9,15.4,18.9,22.4,16.0,16.0,16.9,18.2,RICHLAND PARISH HOSPITAL-DELHI,LA,South,"407 CINCINNATI STREET
DELHI, LA 71232
(32.452864, -91.494079)",32.452864,-91.494079,KY,South
3346,16.4,16.6,8.3,13.8,23.5,14.3,17.2,13.4,21.1,21.8,19.2,15.1,17.0,13.4,MERIT HEALTH NATCHEZ-COMMUNITY CAMPUS,MS,South,"129 JEFFERSON DAVIS BLVD BOX 1203
NATCHEZ, MS 39120
(31.52347, -91.387596)",31.52347,-91.387596,TX,South
1691,4.2,7.5,7.5,16.3,18.8,16.1,20.5,18.0,19.4,21.5,21.5,15.4,18.0,11.7,KOSSUTH REGIONAL HEALTH CENTER,IA,Midwest,"1515 SOUTH PHILLIPS STREET
ALGONA, IA 50511
(43.057059, -94.227116)",43.057059,-94.227116,AL,South
5001,12.9,15.55,17.15,11.9,10.5,19.7,19.8,15.75,10.95,16.7,16.75,16.1,16.1,13.75,CASCADE MEDICAL CENTER,WA,West,"402 LAKE CASCADE PARKWAY
CASCADE, ID 83611
(44.517759, -116.049283)",44.517759,-116.049283,ID,West
4459,14.3,2.6,9.6,11.4,16.1,15.4,16.7,13.5,21.7,21.7,5.8,16.6,21.0,15.5,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,Mid-Atlantic,"ONE ROBERT WOOD JOHNSON PLACE
NEW BRUNSWICK, NJ 08901
",,,NY,South
357,14.2,10.9666666667,10.45,12.2333333333,16.2,14.9833333333,14.2833333333,15.5333333333,18.55,19.1833333333,6.15,14.8166666667,16.6,13.3,MERCY HOSPITAL,MN,Midwest,"4050 COON RAPIDS BLVD
COON RAPIDS, MN 55433
(45.183842, -93.368221)",45.183842,-93.368221,KS,Midwest
3357,16.3,22.7,8.2,12.6,16.6,16.1,15.5,19.3,19.8,22.4,13.8,15.4,18.3,8.8,NORTH SUNFLOWER MEDICAL CENTER CAH,MS,South,"840 NORTH OAK AVENUE
RULEVILLE, MS 38771
(33.734839, -90.546823)",33.734839,-90.546823,AL,South
3773,16.6,16.5,8.2,12.7,15.7,5.1,21.1,15.3,19.2,23.1,26.8,15.7,16.0,12.6,CRENSHAW COMMUNITY HOSPITAL,AL,South,"101 HOSPITAL CIRCLE
LUVERNE, AL 36049
(31.692595, -86.266156)",31.692595,-86.266156,MS,Midwest
606,17.9,10.3,8.6,10.9,15.2,16.3,12.9,7.6,20.5,22.4,12.5,15.9,17.9,13.0,EAST TEXAS MEDICAL CENTER TRINITY,TX,South,"317 PROSPECT DR/PO BOX 3169
TRINITY, TX 75862
(30.956727, -95.381622)",30.956727,-95.381622,OH,South
2149,16.2,16.2,8.2,11.9,16.5,13.8,15.0,15.5,18.9,22.1,4.7,15.5,16.2,21.2,ST VINCENT MERCY HOSPITAL,IN,Midwest,"1331 S A ST
ELWOOD, IN 46036
(40.27602, -85.843717)",40.27602,-85.843717,TX,Midwest
3099,12.9,14.7,7.4,11.4,15.9,14.4,16.5,13.4,21.5,20.6,5.1,15.0,16.6,12.3,MUNSON HEALTHCARE CADILLAC HOSPITAL,MI,Midwest,"400 HOBART ST
CADILLAC, MI 49601
(44.246148, -85.390456)",44.246148,-85.390456,OH,Midwest
3022,15.7,19.7,8.3,14.7,18.9,13.3,17.3,15.4,19.7,20.6,4.3,14.8,15.4,11.5,ASPIRUS GRAND VIEW HOSPITAL,MI,Midwest,"N10561 GRAND VIEW LANE
IRONWOOD, MI 49938
(46.478193, -90.104689)",46.478193,-90.104689,TX,South
3407,19.2,10.3,17.3,17.8,8.8,18.8,15.2,18.2,18.8,16.0,15.2,16.2,15.1,19.5,CIMARRON MEMORIAL HOSPITAL,OK,Midwest,"100 SOUTH ELLIS
BOISE CITY, OK 73933
(36.729055, -102.517537)",36.729055,-102.517537,TX,West
669,15.8,2.4,7.1,10.9,16.0,19.1,16.1,20.4,20.9,22.6,20.2,15.4,16.7,16.8,LAS COLINAS MEDICAL CENTER,TX,South,"6800 N MACARTHUR BLVD
IRVING, TX 75039
(32.901478, -96.95869)",32.901478,-96.95869,TX,South
3559,11.4,19.5,8.1,11.6,15.4,14.1,17.2,16.3,19.3,23.4,4.7,15.4,16.7,12.5,ALTA VISTA REGIONAL HOSPITAL,NM,West,"104 LEGION DRIVE
LAS VEGAS, NM 87701
(35.622081, -105.210012)",35.622081,-105.210012,TX,South
5207,13.1,7.2,8.2,13.8,16.5,13.7,4.1,12.2,19.7,22.8,18.9,16.1,16.0,12.0,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,WA,West,"600 EAST MAIN STREET
ELMA, WA 98541
(47.00661, -123.391001)",47.00661,-123.391001,FL,South
745,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,OH,Midwest,"1900 STATE STREET
CHESTER, IL 62233
(37.918496, -89.812961)",37.918496,-89.812961,PA,Midwest
651,22.0,13.3,5.0,15.3,7.5,3.9,3.9,8.5,18.5,5.0,15.3,14.9,13.3,15.5,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,TX,South,"5445 LABRANCH STREET
HOUSTON, TX 77004
(29.724379, -95.384398)",29.724379,-95.384398,TX,West
1642,4.5,10.5,9.2,16.3,17.8,13.0,15.9,17.0,18.6,20.8,9.7,15.3,15.8,8.4,CASS COUNTY MEMORIAL HOSPITAL,IA,Midwest,"1501 EAST TENTH STREET
ATLANTIC, IA 50022
(41.401712, -94.992608)",41.401712,-94.992608,CA,West
509,14.0,15.6,7.8,12.2,17.3,14.4,16.5,3.1,17.6,22.1,5.0,14.5,14.5,12.4,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,TX,South,"231 SOUTH COLLINS ROAD
SUNNYVALE, TX 75182
(32.77834, -96.567178)",32.77834,-96.567178,TX,South
415,18.0,12.3,18.0,22.4,16.9,12.3,12.3,15.5,15.5,22.4,21.4,15.8,11.5,12.3,SANFORD BAGLEY MEDICAL CENTER,MN,Midwest,"203 4TH STREET NORTHWEST
BAGLEY, MN 56621
(47.525829, -95.402786)",47.525829,-95.402786,MN,Midwest
2982,17.8,12.1,8.3,15.0,14.0,19.2,17.0,12.1,19.7,15.3,4.8,15.3,17.0,13.0,PEACEHEALTH KETCHIKAN MEDICAL CENTER,AK,Alaska,"3100 TONGASS AVENUE
KETCHIKAN, AK 99901
(55.352974, -131.686966)",55.352974,-131.686966,TX,West
1478,14.9833333333,11.0166666667,8.31666666667,12.0666666667,17.3166666667,14.4666666667,16.4833333333,13.4833333333,19.8333333333,21.75,9.35,15.1833333333,16.3166666667,11.7,ST FRANCIS HOSPITAL,MI,Midwest,"1215 FRANCISCAN DR
LITCHFIELD, IL 62056
(39.18081, -89.639636)",39.18081,-89.639636,TN,South
2646,13.5,2.5,9.9,12.7,15.3,17.3,18.2,12.8,20.5,24.2,5.1,17.1,20.3,12.7,MERCY SAN JUAN MEDICAL CENTER,CA,West,"6501 COYLE AVE
CARMICHAEL, CA 95608
(38.668049, -121.312784)",38.668049,-121.312784,NY,Midwest
3367,8.2,16.1,7.3,11.1,15.4,15.5,11.8,15.2,19.4,21.7,21.5,14.9,18.8,15.0,SCOTT REGIONAL HOSPITAL CAH,MS,South,"317 HIGHWAY 13 SOUTH
MORTON, MS 39117
(32.34368, -89.671323)",32.34368,-89.671323,GA,South
5117,16.5,3.6,8.4,10.8,17.4,15.7,17.1,13.9,22.0,22.0,4.5,17.3,18.8,13.6,ST VINCENT'S MEDICAL CENTER,CT,New England,"2800 MAIN ST
BRIDGEPORT, CT 06606
(41.20101, -73.203095)",41.20101,-73.203095,MI,Midwest
2675,14.9,2.7,9.7,13.0,17.0,15.8,16.2,14.2,20.1,20.7,3.9,15.3,15.7,11.4,PALOMAR HEALTH DOWNTOWN CAMPUS,CA,West,"555 E VALLEY PARKWAY
ESCONDIDO, CA 92025
(33.125934, -117.076188)",33.125934,-117.076188,ND,West
2420,14.2,9.0,7.5,11.2,18.5,17.8,17.8,12.2,25.1,24.2,16.6,17.8,22.3,15.2,WYCKOFF HEIGHTS MEDICAL CENTER,NY,Mid-Atlantic,"374 STOCKHOLM STREET
BROOKLYN, NY 11237
(40.704699, -73.917648)",40.704699,-73.917648,NJ,Mid-Atlantic
1166,11.2,4.45,7.95,11.4,17.55,14.85,17.2,13.45,20.3,20.75,14.0,15.35,16.9,16.5,JEFFERSON HOSPITAL,PA,Mid-Atlantic,"1067 PEACHTREE ST
LOUISVILLE, GA 30434
(33.00976, -82.404384)",33.00976,-82.404384,TX,South
4847,4.6,10.1,12.1,12.3,17.2,17.4,12.9,16.2,20.6,21.4,16.2,15.6,16.9,20.5,CEDAR COUNTY MEMORIAL HOSPITAL,MO,Midwest,"1401 SOUTH PARK STREET
EL DORADO SPRINGS, MO 64744
(37.860457, -94.018516)",37.860457,-94.018516,NE,Midwest
2269,14.2,18.2,7.5,9.3,14.4,16.2,18.6,15.2,20.8,25.2,16.9,18.3,19.9,11.8,CONEY ISLAND HOSPITAL,NY,Mid-Atlantic,"2601 OCEAN PARKWAY
BROOKLYN, NY 11235
(40.584965, -73.966279)",40.584965,-73.966279,MO,Mid-Atlantic
1711,15.7,2.5,8.6,14.5,17.0,17.6,15.4,13.6,17.9,21.7,3.5,15.3,16.4,10.7,MERCY MEDICAL CENTER-NORTH IOWA,IA,Midwest,"1000 FOURTH STREET SW
MASON CITY, IA 50401
(43.148381, -93.216311)",43.148381,-93.216311,MI,Midwest
2257,15.0,9.9,10.7,15.4,20.1,18.4,16.4,12.0,18.3,21.1,4.7,15.1,16.2,9.8,CAYUGA MEDICAL CENTER AT ITHACA,NY,Mid-Atlantic,"101 DATES DRIVE
ITHACA, NY 14850
(42.467092, -76.538811)",42.467092,-76.538811,NC,South
2730,14.8,15.2,8.5,12.1,16.4,15.2,11.6,11.6,19.2,22.6,3.6,14.6,15.2,12.5,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CA,West,"250 PROSPECT PLACE
CORONADO, CA 92118
(32.694257, -117.167947)",32.694257,-117.167947,MI,West
2833,13.6,14.3,7.9,13.1,19.4,14.3,15.2,13.7,19.1,22.0,4.7,15.7,15.4,11.3,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,West,"1500 DIVISION STREET
OREGON CITY, OR 97045
(45.356647, -122.588371)",45.356647,-122.588371,TX,South
1497,14.9833333333,11.0166666667,8.31666666667,12.0666666667,17.3166666667,14.4666666667,16.4833333333,13.4833333333,19.8333333333,21.75,9.35,15.1833333333,16.3166666667,11.7,ST FRANCIS HOSPITAL,DE,Mid-Atlantic,"2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506927, -84.961378)",32.506927,-84.961378,TN,South
494,14.3,4.6,13.4,22.6,13.6,21.5,10.2,13.8,13.6,3.1,4.3,16.0,15.2,4.3,BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,TX,South,"707 HIGHLANDER BLVD
ARLINGTON, TX 76015
(32.682153, -97.117218)",32.682153,-97.117218,TX,West
688,15.5,3.8,7.5,11.7,13.8,15.4,17.5,14.4,23.1,21.4,5.5,16.1,16.6,12.8,MEDICAL CENTER OF MCKINNEY,TX,South,"4500 MEDICAL CENTER DRIVE
MCKINNEY, TX 75069
(33.15984, -96.635503)",33.15984,-96.635503,CA,Midwest
999,3.3,17.1,19.9,16.5,15.7,14.4,13.2,15.2,4.2,15.4,15.2,15.5,16.2,12.4,SWEENY COMMUNITY HOSPITAL,TX,South,"305 NORTH MCKINNEY
SWEENY, TX 77480
(29.048564, -95.691451)",29.048564,-95.691451,TX,Midwest
2662,12.1,3.7,7.8,11.1,13.4,16.1,15.8,14.1,19.0,24.2,3.6,16.1,18.6,12.0,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,West,"18300 ROSCOE BLVD
NORTHRIDGE, CA 91325
(34.220789, -118.533216)",34.220789,-118.533216,MI,Midwest
3454,15.7,19.6,7.5,11.6,17.8,15.0,17.9,18.8,19.8,21.4,4.6,15.6,18.2,13.6,"MERCY HOSPITAL ARDMORE, INC",OK,Midwest,"1011 FOURTEENTH AVENUE, NORTHWEST
ARDMORE, OK 73401
(34.188451, -97.140018)",34.188451,-97.140018,AL,South
61,13.2,13.2,8.3,10.5,20.2,13.3,17.1,17.1,19.6,22.3,4.0,17.2,18.6,12.6,TRMC OF ORANGEBURG & CALHOUN,SC,South,"3000 ST MATTHEWS RD BOX 1806
ORANGEBURG, SC 29115
",,,FL,South
3437,12.9,19.8,7.2,11.8,18.9,14.7,17.0,21.2,19.4,21.6,4.9,15.6,16.4,12.4,INTEGRIS HEALTH EDMOND,OK,Midwest,"4801 INTEGRIS PARKWAY
EDMOND, OK 73034
(35.643596, -97.420043)",35.643596,-97.420043,AL,South
1412,13.5,16.4,8.7,11.0,17.0,17.6,18.1,4.7,20.5,20.6,4.7,14.8,14.5,18.3,OSF SAINT PAUL MEDICAL CENTER,IL,Midwest,"1401 E 12TH STREET
MENDOTA, IL 61342
(41.555187, -89.105497)",41.555187,-89.105497,TX,West
910,15.6,13.4,4.7,14.1,19.9,15.1,15.1,19.7,21.1,17.3,19.3,15.6,14.4,7.9,PEARLAND MEDICAL CENTER,TX,South,"11100 SHADOW CREEK PARKWAY
PEARLAND, TX 77584
(29.579539, -95.396238)",29.579539,-95.396238,CA,Midwest
491,13.4,3.7,7.2,12.6,15.0,14.6,15.0,14.0,20.7,21.9,4.6,15.1,15.4,12.9,BAYLOR MEDICAL CENTER AT IRVING,TX,South,"1901 N MACARTHUR BLVD
IRVING, TX 75061
(32.835496, -96.959227)",32.835496,-96.959227,TX,Midwest
644,14.3,2.8,9.2,10.9,17.3,15.0,15.7,12.8,20.1,20.3,5.9,15.0,15.6,9.9,HENDRICK MEDICAL CENTER,TX,South,"1900 PINE
ABILENE, TX 79601
(32.471542, -99.73115)",32.471542,-99.73115,TX,West
3107,16.2,15.4,7.8,8.1,7.8,24.1,4.7,21.2,15.5,24.1,7.4,16.1,18.8,17.2,PAUL OLIVER MEMORIAL HOSPITAL,MI,Midwest,"224 PARK AVENUE
FRANKFORT, MI 49635
(44.637376, -86.242913)",44.637376,-86.242913,CA,South
2123,13.4,8.76,7.66,11.98,15.88,17.28,16.4,13.78,21.16,22.1,4.8,16.1,17.16,12.84,ST MARY'S MEDICAL CENTER,FL,South,"201 NW R D MIZE RD
BLUE SPRINGS, MO 64014
(39.023528, -94.266042)",39.023528,-94.266042,MO,Midwest
225,16.0,16.4,15.1,11.8,15.1,15.1,16.8,15.4,15.1,15.4,15.1,15.8,16.4,16.4,ALBANY AREA HOSPITAL,MN,Midwest,"300 THIRD AVENUE
ALBANY, MN 56307
(45.638699, -94.568014)",45.638699,-94.568014,IA,West
2700,11.6,2.2,7.0,9.7,13.5,13.0,18.0,15.5,20.4,23.6,17.5,16.8,19.3,13.2,RONALD REAGAN U C L A MEDICAL CENTER,CA,West,"757 WESTWOOD PLAZA
LOS ANGELES, CA 90095
(34.06622, -118.445346)",34.06622,-118.445346,CA,Mid-Atlantic
5039,20.8,17.3,8.0,16.6,16.2,15.6,15.9,14.8,19.5,16.3,18.7,15.3,16.8,20.0,BRAXTON COUNTY MEMORIAL HOSPITAL,WV,Mid-Atlantic,"100 HOYLMAN DRIVE
GASSAWAY, WV 26624
(38.660136, -80.748333)",38.660136,-80.748333,TX,Midwest
2201,15.0,13.5,6.4,10.6,14.8,14.8,17.4,11.2,22.6,24.7,4.4,16.4,18.2,12.6,HOLY FAMILY HOSPITAL,MA,New England,"70 EAST STREET
METHUEN, MA 01844
(42.725539, -71.165979)",42.725539,-71.165979,FL,South
4654,19.6,16.1,7.85,17.2,16.7,14.85,18.0,20.8,20.4,21.8,16.0,15.75,16.9,15.6,CARROLL COUNTY MEMORIAL HOSPITAL,MO,Midwest,"309 ELEVENTH STREET
CARROLLTON, KY 41008
(38.68029, -85.169362)",38.68029,-85.169362,NY,South
2822,13.0,2.0,8.1,11.3,16.3,16.6,15.9,12.2,18.8,21.9,3.9,15.5,17.2,13.8,OHSU HOSPITAL AND CLINICS,OR,West,"3181 SW SAM JACKSON PARK ROAD
PORTLAND, OR 97239
(45.499142, -122.687192)",45.499142,-122.687192,PA,Midwest
4882,15.5,3.2,7.5,10.5,15.6,11.4,17.1,14.1,19.0,22.8,5.0,15.7,18.4,12.4,MISSOURI BAPTIST MEDICAL CENTER,MO,Midwest,"3015 N BALLAS RD
TOWN AND COUNTRY, MO 63131
(38.635532, -90.443636)",38.635532,-90.443636,TX,South
3128,11.9,11.9,7.0,13.4,16.1,16.1,16.1,16.1,19.7,19.0,4.5,14.9,16.4,11.3,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,Midwest,"ONE N ATKINSON DRIVE
LUDINGTON, MI 49431
",,,PA,Midwest
1,15.4,3.5,9.3,13.6,18.3,15.0,15.2,16.1,19.1,22.8,6.1,16.1,16.4,12.3,AIKEN REGIONAL MEDICAL CENTER,SC,South,"302 UNIVERSITY PARKWAY
AIKEN, SC 29801
(33.571358, -81.765221)",33.571358,-81.765221,FL,South
2859,13.8,9.3,9.3,11.8,15.3,15.1,21.2,4.3,20.1,21.5,11.3,15.0,17.8,8.2,ST CHARLES PRINEVILLE,OR,West,"384 SE COMBS FLAT ROAD
PRINEVILLE, OR 97754
(44.298927, -120.826984)",44.298927,-120.826984,IL,Midwest
2409,10.7,2.0,7.2,10.3,13.7,13.6,17.9,14.4,19.0,23.7,4.7,16.1,18.1,12.3,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,Mid-Atlantic,"HEALTH SCIENCES CENTER SUNY
STONY BROOK, NY 11794
",,,TX,South
2902,15.0,15.0,7.1,14.8,17.3,15.4,15.9,15.9,19.7,22.2,5.3,16.4,16.9,12.2,GRANVILLE HEALTH SYSTEMS,NC,South,"COLLEGE ST BOX 947
OXFORD, NC 27565
",,,MO,South
4367,14.3,14.6,8.5,12.3,16.4,14.7,17.1,16.4,20.5,24.4,5.3,16.5,17.5,13.7,SALINE MEMORIAL HOSPITAL,AR,South,"#1 MEDICAL PARK DRIVE
BENTON, AR 72015
(34.572716, -92.585094)",34.572716,-92.585094,CA,South
3875,12.9,9.3,9.3,13.5,19.6,13.4,16.1,11.8,17.9,19.3,3.9,14.7,15.3,11.3,MONTROSE MEMORIAL HOSPITAL,CO,West,"800 S 3RD ST
MONTROSE, CO 81401
(38.480881, -107.868769)",38.480881,-107.868769,TX,South
